"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US61536","ZCTA5 61536","1261","null","1022","null","981","null","7","null","1","null","6","null","0","null","5","null","22","null","239","null","219","null","3","null","3","null","2","null","0","null","6","null","6","null",
"860Z200US61537","ZCTA5 61537","1193","null","907","null","885","null","0","null","0","null","1","null","0","null","3","null","18","null","286","null","260","null","3","null","0","null","4","null","0","null","1","null","18","null",
"860Z200US61539","ZCTA5 61539","85","null","61","null","54","null","1","null","0","null","1","null","0","null","0","null","5","null","24","null","20","null","0","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US61540","ZCTA5 61540","1173","null","901","null","877","null","1","null","4","null","2","null","0","null","4","null","13","null","272","null","251","null","1","null","0","null","1","null","0","null","0","null","19","null",
"860Z200US61541","ZCTA5 61541","49","null","39","null","36","null","1","null","0","null","0","null","0","null","0","null","2","null","10","null","8","null","0","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US61542","ZCTA5 61542","1549","null","1121","null","1086","null","1","null","1","null","0","null","0","null","4","null","29","null","428","null","407","null","0","null","3","null","1","null","0","null","1","null","16","null",
"860Z200US61543","ZCTA5 61543","50","null","38","null","37","null","0","null","1","null","0","null","0","null","0","null","0","null","12","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61544","ZCTA5 61544","289","null","231","null","225","null","0","null","0","null","0","null","0","null","0","null","6","null","58","null","52","null","2","null","1","null","0","null","0","null","1","null","2","null",
"860Z200US61545","ZCTA5 61545","238","null","214","null","210","null","0","null","0","null","1","null","0","null","1","null","2","null","24","null","23","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61546","ZCTA5 61546","1636","null","1340","null","1292","null","2","null","2","null","1","null","0","null","3","null","40","null","296","null","278","null","2","null","2","null","0","null","0","null","4","null","10","null",
"860Z200US61547","ZCTA5 61547","1425","null","1338","null","1293","null","7","null","2","null","2","null","0","null","4","null","30","null","87","null","82","null","1","null","1","null","1","null","0","null","0","null","2","null",
"860Z200US61548","ZCTA5 61548","4541","null","3997","null","3841","null","6","null","3","null","30","null","0","null","12","null","105","null","544","null","509","null","6","null","2","null","2","null","0","null","3","null","22","null",
"860Z200US61550","ZCTA5 61550","7500","null","5799","null","5554","null","15","null","7","null","52","null","2","null","24","null","145","null","1701","null","1548","null","30","null","6","null","30","null","1","null","13","null","73","null",
"860Z200US61552","ZCTA5 61552","84","null","64","null","61","null","1","null","0","null","1","null","0","null","0","null","1","null","20","null","19","null","1","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61553","ZCTA5 61553","88","null","73","null","71","null","0","null","0","null","0","null","0","null","0","null","2","null","15","null","12","null","1","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US61554","ZCTA5 61554","17154","null","11974","null","11477","null","11","null","20","null","44","null","3","null","43","null","376","null","5180","null","4816","null","41","null","13","null","32","null","2","null","39","null","237","null",
"860Z200US61559","ZCTA5 61559","1203","null","1027","null","985","null","4","null","2","null","1","null","0","null","7","null","28","null","176","null","165","null","2","null","0","null","1","null","0","null","3","null","5","null",
"860Z200US61560","ZCTA5 61560","341","null","301","null","278","null","0","null","3","null","2","null","0","null","4","null","14","null","40","null","31","null","1","null","0","null","2","null","0","null","2","null","4","null",
"860Z200US61561","ZCTA5 61561","1022","null","846","null","822","null","2","null","3","null","1","null","0","null","4","null","14","null","176","null","167","null","1","null","0","null","2","null","0","null","0","null","6","null",
"860Z200US61562","ZCTA5 61562","36","null","28","null","25","null","1","null","0","null","0","null","0","null","0","null","2","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61563","ZCTA5 61563","230","null","197","null","187","null","1","null","0","null","0","null","0","null","0","null","9","null","33","null","33","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61564","ZCTA5 61564","388","null","276","null","268","null","0","null","0","null","1","null","0","null","0","null","7","null","112","null","109","null","0","null","0","null","0","null","0","null","2","null","1","null",
"860Z200US61565","ZCTA5 61565","592","null","524","null","487","null","5","null","3","null","2","null","0","null","4","null","23","null","68","null","62","null","2","null","2","null","0","null","0","null","0","null","2","null",
"860Z200US61567","ZCTA5 61567","305","null","225","null","211","null","0","null","0","null","1","null","0","null","1","null","12","null","80","null","66","null","2","null","1","null","0","null","0","null","3","null","8","null",
"860Z200US61568","ZCTA5 61568","1679","null","1351","null","1313","null","0","null","3","null","3","null","0","null","2","null","30","null","328","null","296","null","7","null","4","null","2","null","1","null","3","null","15","null",
"860Z200US61569","ZCTA5 61569","472","null","425","null","402","null","2","null","0","null","2","null","0","null","0","null","19","null","47","null","38","null","2","null","1","null","0","null","0","null","1","null","5","null",
"860Z200US61570","ZCTA5 61570","691","null","550","null","536","null","4","null","1","null","1","null","0","null","1","null","7","null","141","null","128","null","7","null","1","null","0","null","0","null","0","null","5","null",
"860Z200US61571","ZCTA5 61571","9749","null","7618","null","7292","null","27","null","8","null","45","null","0","null","35","null","211","null","2131","null","1990","null","28","null","1","null","18","null","1","null","14","null","79","null",
"860Z200US61572","ZCTA5 61572","440","null","379","null","367","null","1","null","0","null","2","null","0","null","1","null","8","null","61","null","59","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61602","ZCTA5 61602","732","null","89","null","61","null","12","null","1","null","3","null","0","null","7","null","5","null","643","null","355","null","205","null","1","null","46","null","0","null","9","null","27","null",
"860Z200US61603","ZCTA5 61603","6042","null","2886","null","1842","null","638","null","13","null","21","null","0","null","208","null","164","null","3156","null","1204","null","1506","null","18","null","50","null","1","null","163","null","214","null",
"860Z200US61604","ZCTA5 61604","12445","null","7434","null","5701","null","1151","null","26","null","87","null","1","null","148","null","320","null","5011","null","2278","null","2310","null","13","null","40","null","2","null","86","null","282","null",
"860Z200US61605","ZCTA5 61605","5734","null","2271","null","1016","null","961","null","12","null","17","null","0","null","145","null","120","null","3463","null","910","null","2259","null","10","null","19","null","0","null","90","null","175","null",
"860Z200US61606","ZCTA5 61606","2373","null","847","null","622","null","146","null","6","null","13","null","1","null","12","null","47","null","1526","null","879","null","396","null","9","null","57","null","2","null","57","null","126","null",
"860Z200US61607","ZCTA5 61607","4426","null","3562","null","3383","null","28","null","6","null","16","null","0","null","17","null","112","null","864","null","768","null","25","null","11","null","8","null","2","null","5","null","45","null",
"860Z200US61610","ZCTA5 61610","2138","null","1543","null","1453","null","5","null","6","null","5","null","0","null","11","null","63","null","595","null","538","null","10","null","1","null","2","null","0","null","8","null","36","null",
"860Z200US61611","ZCTA5 61611","10232","null","7969","null","7522","null","34","null","15","null","48","null","2","null","46","null","302","null","2263","null","1986","null","69","null","13","null","12","null","1","null","25","null","157","null",
"860Z200US61614","ZCTA5 61614","12614","null","7991","null","6978","null","481","null","16","null","204","null","2","null","62","null","248","null","4623","null","2815","null","1086","null","13","null","371","null","3","null","83","null","252","null",
"860Z200US61615","ZCTA5 61615","10681","null","6311","null","5003","null","491","null","11","null","504","null","1","null","61","null","240","null","4370","null","2549","null","905","null","7","null","615","null","3","null","81","null","210","null",
"860Z200US61616","ZCTA5 61616","2864","null","1539","null","1406","null","42","null","2","null","17","null","0","null","11","null","61","null","1325","null","1059","null","137","null","2","null","11","null","1","null","21","null","94","null",
"860Z200US61625","ZCTA5 61625","102","null","7","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","95","null","61","null","27","null","0","null","5","null","0","null","2","null","0","null",
"860Z200US61701","ZCTA5 61701","15903","null","8358","null","7187","null","464","null","22","null","77","null","2","null","220","null","386","null","7545","null","5163","null","1445","null","28","null","269","null","6","null","174","null","460","null",
"860Z200US61704","ZCTA5 61704","15191","null","10285","null","8683","null","436","null","25","null","589","null","3","null","211","null","338","null","4906","null","2804","null","776","null","17","null","910","null","2","null","143","null","254","null",
"860Z200US61705","ZCTA5 61705","5363","null","4366","null","3959","null","98","null","6","null","106","null","2","null","64","null","131","null","997","null","620","null","269","null","2","null","38","null","0","null","18","null","50","null",
"860Z200US61720","ZCTA5 61720","107","null","85","null","81","null","0","null","0","null","0","null","0","null","2","null","2","null","22","null","18","null","0","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US61721","ZCTA5 61721","226","null","204","null","196","null","1","null","0","null","2","null","0","null","1","null","4","null","22","null","21","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61722","ZCTA5 61722","200","null","164","null","151","null","3","null","0","null","1","null","0","null","1","null","8","null","36","null","32","null","0","null","0","null","0","null","1","null","0","null","3","null",
"860Z200US61723","ZCTA5 61723","946","null","758","null","731","null","2","null","1","null","3","null","0","null","1","null","20","null","188","null","182","null","1","null","0","null","1","null","0","null","0","null","4","null",
"860Z200US61724","ZCTA5 61724","206","null","173","null","165","null","1","null","2","null","2","null","0","null","2","null","1","null","33","null","30","null","2","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61725","ZCTA5 61725","590","null","538","null","508","null","8","null","2","null","2","null","0","null","5","null","13","null","52","null","52","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61726","ZCTA5 61726","1030","null","783","null","738","null","3","null","0","null","6","null","0","null","8","null","28","null","247","null","219","null","0","null","1","null","1","null","0","null","8","null","18","null",
"860Z200US61727","ZCTA5 61727","4076","null","2876","null","2757","null","6","null","3","null","8","null","1","null","26","null","75","null","1200","null","1098","null","17","null","3","null","4","null","0","null","32","null","46","null",
"860Z200US61728","ZCTA5 61728","556","null","460","null","435","null","5","null","1","null","2","null","0","null","1","null","16","null","96","null","89","null","2","null","0","null","1","null","0","null","0","null","4","null",
"860Z200US61729","ZCTA5 61729","402","null","345","null","341","null","0","null","1","null","0","null","0","null","0","null","3","null","57","null","55","null","0","null","0","null","1","null","0","null","0","null","1","null",
"860Z200US61730","ZCTA5 61730","154","null","132","null","126","null","2","null","1","null","0","null","0","null","0","null","3","null","22","null","16","null","0","null","1","null","0","null","0","null","2","null","3","null",
"860Z200US61731","ZCTA5 61731","96","null","78","null","75","null","2","null","0","null","0","null","0","null","0","null","1","null","18","null","15","null","0","null","0","null","1","null","0","null","1","null","1","null",
"860Z200US61732","ZCTA5 61732","824","null","689","null","663","null","3","null","1","null","0","null","0","null","5","null","17","null","135","null","121","null","2","null","1","null","0","null","0","null","1","null","10","null",
"860Z200US61733","ZCTA5 61733","441","null","347","null","328","null","4","null","1","null","2","null","0","null","3","null","9","null","94","null","92","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61734","ZCTA5 61734","1057","null","856","null","819","null","1","null","3","null","2","null","0","null","0","null","31","null","201","null","189","null","0","null","0","null","2","null","0","null","2","null","8","null",
"860Z200US61735","ZCTA5 61735","149","null","130","null","128","null","0","null","0","null","0","null","0","null","0","null","2","null","19","null","18","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61736","ZCTA5 61736","698","null","614","null","590","null","2","null","1","null","2","null","0","null","3","null","16","null","84","null","81","null","0","null","0","null","1","null","0","null","1","null","1","null",
"860Z200US61737","ZCTA5 61737","204","null","178","null","175","null","2","null","0","null","0","null","0","null","0","null","1","null","26","null","24","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61738","ZCTA5 61738","1631","null","1288","null","1246","null","0","null","0","null","3","null","1","null","6","null","32","null","343","null","322","null","5","null","2","null","0","null","0","null","2","null","12","null",
"860Z200US61739","ZCTA5 61739","1898","null","1422","null","1382","null","2","null","3","null","1","null","0","null","9","null","25","null","476","null","439","null","3","null","1","null","3","null","0","null","10","null","20","null",
"860Z200US61740","ZCTA5 61740","607","null","469","null","453","null","4","null","1","null","3","null","0","null","4","null","4","null","138","null","134","null","1","null","0","null","0","null","0","null","1","null","2","null",
"860Z200US61741","ZCTA5 61741","580","null","458","null","434","null","0","null","3","null","3","null","0","null","10","null","8","null","122","null","113","null","1","null","0","null","0","null","0","null","5","null","3","null",
"860Z200US61742","ZCTA5 61742","429","null","373","null","372","null","0","null","0","null","0","null","0","null","0","null","1","null","56","null","50","null","3","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US61743","ZCTA5 61743","81","null","64","null","62","null","0","null","0","null","0","null","0","null","0","null","2","null","17","null","14","null","0","null","1","null","0","null","0","null","1","null","1","null",
"860Z200US61744","ZCTA5 61744","745","null","611","null","589","null","3","null","1","null","0","null","0","null","2","null","16","null","134","null","127","null","0","null","0","null","0","null","0","null","0","null","7","null",
"860Z200US61745","ZCTA5 61745","1629","null","1383","null","1309","null","3","null","5","null","6","null","0","null","14","null","46","null","246","null","235","null","3","null","1","null","0","null","0","null","4","null","3","null",
"860Z200US61747","ZCTA5 61747","547","null","454","null","441","null","0","null","0","null","0","null","0","null","0","null","13","null","93","null","82","null","4","null","0","null","0","null","0","null","0","null","7","null",
"860Z200US61748","ZCTA5 61748","1080","null","995","null","946","null","3","null","2","null","2","null","0","null","8","null","34","null","85","null","81","null","2","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US61749","ZCTA5 61749","236","null","198","null","189","null","0","null","0","null","0","null","0","null","0","null","9","null","38","null","37","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61750","ZCTA5 61750","44","null","41","null","40","null","0","null","0","null","0","null","0","null","0","null","1","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61751","ZCTA5 61751","48","null","42","null","41","null","0","null","0","null","0","null","0","null","0","null","1","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61752","ZCTA5 61752","1740","null","1395","null","1357","null","3","null","2","null","1","null","0","null","0","null","32","null","345","null","329","null","2","null","1","null","1","null","0","null","1","null","11","null",
"860Z200US61753","ZCTA5 61753","1179","null","969","null","939","null","2","null","4","null","0","null","0","null","4","null","20","null","210","null","190","null","3","null","1","null","0","null","0","null","4","null","12","null",
"860Z200US61754","ZCTA5 61754","484","null","416","null","390","null","0","null","2","null","1","null","0","null","2","null","21","null","68","null","63","null","2","null","0","null","0","null","0","null","1","null","2","null",
"860Z200US61755","ZCTA5 61755","1673","null","1431","null","1376","null","3","null","4","null","4","null","0","null","7","null","37","null","242","null","214","null","2","null","1","null","2","null","0","null","6","null","17","null",
"860Z200US61756","ZCTA5 61756","840","null","666","null","640","null","1","null","2","null","5","null","0","null","1","null","17","null","174","null","157","null","4","null","2","null","2","null","0","null","2","null","7","null",
"860Z200US61759","ZCTA5 61759","609","null","506","null","487","null","1","null","1","null","0","null","0","null","2","null","15","null","103","null","92","null","1","null","1","null","0","null","0","null","1","null","8","null",
"860Z200US61760","ZCTA5 61760","994","null","751","null","732","null","4","null","2","null","1","null","0","null","0","null","12","null","243","null","233","null","1","null","0","null","1","null","0","null","2","null","6","null",
"860Z200US61761","ZCTA5 61761","20164","null","10852","null","9663","null","367","null","12","null","309","null","2","null","136","null","363","null","9312","null","6311","null","1722","null","19","null","481","null","0","null","207","null","572","null",
"860Z200US61764","ZCTA5 61764","5327","null","3603","null","3431","null","27","null","9","null","15","null","0","null","32","null","89","null","1724","null","1522","null","63","null","5","null","13","null","0","null","33","null","88","null",
"860Z200US61769","ZCTA5 61769","213","null","187","null","182","null","1","null","0","null","0","null","0","null","1","null","3","null","26","null","23","null","1","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61770","ZCTA5 61770","427","null","350","null","335","null","2","null","0","null","0","null","0","null","1","null","12","null","77","null","73","null","1","null","0","null","0","null","0","null","2","null","1","null",
"860Z200US61771","ZCTA5 61771","355","null","307","null","300","null","0","null","1","null","1","null","0","null","0","null","5","null","48","null","43","null","1","null","1","null","2","null","0","null","1","null","0","null",
"860Z200US61772","ZCTA5 61772","134","null","116","null","106","null","1","null","0","null","1","null","0","null","0","null","8","null","18","null","17","null","0","null","0","null","0","null","0","null","1","null","0","null",
"860Z200US61773","ZCTA5 61773","186","null","154","null","148","null","1","null","0","null","0","null","0","null","1","null","4","null","32","null","29","null","0","null","0","null","0","null","0","null","2","null","1","null",
"860Z200US61774","ZCTA5 61774","355","null","305","null","293","null","1","null","0","null","0","null","0","null","0","null","11","null","50","null","47","null","1","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US61775","ZCTA5 61775","106","null","86","null","83","null","1","null","0","null","0","null","0","null","0","null","2","null","20","null","20","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61776","ZCTA5 61776","532","null","478","null","458","null","4","null","0","null","1","null","0","null","1","null","14","null","54","null","52","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61777","ZCTA5 61777","367","null","313","null","307","null","0","null","1","null","0","null","1","null","0","null","4","null","54","null","52","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61778","ZCTA5 61778","270","null","243","null","226","null","2","null","3","null","0","null","0","null","3","null","9","null","27","null","25","null","0","null","0","null","1","null","0","null","0","null","1","null",
"860Z200US61801","ZCTA5 61801","11070","null","3419","null","2634","null","340","null","9","null","213","null","1","null","39","null","183","null","7651","null","3393","null","1316","null","21","null","2157","null","1","null","200","null","563","null",
"860Z200US61802","ZCTA5 61802","8677","null","4888","null","3810","null","407","null","31","null","214","null","1","null","188","null","237","null","3789","null","1971","null","1123","null","17","null","292","null","1","null","154","null","231","null",
"860Z200US61810","ZCTA5 61810","131","null","108","null","103","null","1","null","0","null","0","null","0","null","3","null","1","null","23","null","17","null","1","null","1","null","0","null","0","null","1","null","3","null",
"860Z200US61811","ZCTA5 61811","269","null","216","null","211","null","0","null","0","null","1","null","0","null","2","null","2","null","53","null","50","null","0","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US61812","ZCTA5 61812","124","null","110","null","108","null","1","null","0","null","0","null","0","null","0","null","1","null","14","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61813","ZCTA5 61813","732","null","568","null","553","null","1","null","0","null","2","null","0","null","1","null","11","null","164","null","152","null","0","null","1","null","0","null","0","null","0","null","11","null",
"860Z200US61814","ZCTA5 61814","451","null","377","null","357","null","0","null","0","null","0","null","1","null","4","null","15","null","74","null","68","null","2","null","0","null","0","null","0","null","0","null","4","null",
"860Z200US61815","ZCTA5 61815","165","null","111","null","107","null","0","null","0","null","0","null","0","null","0","null","4","null","54","null","49","null","1","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US61816","ZCTA5 61816","189","null","167","null","156","null","2","null","1","null","0","null","0","null","4","null","4","null","22","null","20","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61817","ZCTA5 61817","1051","null","815","null","788","null","1","null","1","null","1","null","1","null","4","null","19","null","236","null","218","null","3","null","1","null","0","null","0","null","0","null","14","null",
"860Z200US61818","ZCTA5 61818","632","null","501","null","481","null","2","null","1","null","0","null","1","null","3","null","13","null","131","null","127","null","0","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US61820","ZCTA5 61820","16312","null","2825","null","2023","null","371","null","12","null","161","null","0","null","94","null","164","null","13487","null","6126","null","1721","null","54","null","4071","null","3","null","517","null","995","null",
"860Z200US61821","ZCTA5 61821","12753","null","7255","null","5753","null","713","null","13","null","332","null","2","null","130","null","312","null","5498","null","2569","null","2156","null","17","null","245","null","2","null","144","null","365","null",
"860Z200US61822","ZCTA5 61822","10334","null","6911","null","5204","null","502","null","7","null","812","null","1","null","115","null","270","null","3423","null","2013","null","765","null","8","null","345","null","2","null","74","null","216","null",
"860Z200US61830","ZCTA5 61830","195","null","166","null","152","null","1","null","1","null","2","null","0","null","1","null","9","null","29","null","27","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61831","ZCTA5 61831","58","null","50","null","46","null","1","null","0","null","1","null","0","null","0","null","2","null","8","null","6","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61832","ZCTA5 61832","13979","null","7906","null","6310","null","1018","null","23","null","109","null","3","null","158","null","285","null","6073","null","3148","null","2419","null","29","null","64","null","3","null","126","null","284","null",
"860Z200US61833","ZCTA5 61833","933","null","662","null","632","null","1","null","1","null","2","null","0","null","1","null","25","null","271","null","247","null","4","null","0","null","0","null","0","null","3","null","17","null",
"860Z200US61834","ZCTA5 61834","2568","null","2135","null","2036","null","14","null","8","null","11","null","0","null","16","null","50","null","433","null","376","null","26","null","0","null","4","null","0","null","7","null","20","null",
"860Z200US61839","ZCTA5 61839","238","null","180","null","171","null","0","null","1","null","0","null","0","null","0","null","8","null","58","null","56","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US61840","ZCTA5 61840","274","null","257","null","241","null","1","null","1","null","1","null","0","null","1","null","12","null","17","null","17","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61841","ZCTA5 61841","516","null","433","null","424","null","0","null","0","null","0","null","0","null","2","null","7","null","83","null","79","null","0","null","0","null","1","null","0","null","1","null","2","null",
"860Z200US61842","ZCTA5 61842","1156","null","897","null","867","null","5","null","0","null","3","null","1","null","2","null","19","null","259","null","247","null","3","null","0","null","1","null","0","null","0","null","8","null",
"860Z200US61843","ZCTA5 61843","984","null","798","null","763","null","3","null","1","null","3","null","0","null","8","null","20","null","186","null","171","null","6","null","2","null","1","null","0","null","1","null","5","null",
"860Z200US61844","ZCTA5 61844","416","null","347","null","336","null","0","null","0","null","2","null","0","null","2","null","7","null","69","null","64","null","0","null","1","null","0","null","0","null","1","null","3","null",
"860Z200US61845","ZCTA5 61845","150","null","129","null","122","null","1","null","1","null","0","null","0","null","1","null","4","null","21","null","19","null","1","null","0","null","1","null","0","null","0","null","0","null",
"860Z200US61846","ZCTA5 61846","1965","null","1413","null","1347","null","22","null","2","null","4","null","0","null","4","null","34","null","552","null","507","null","23","null","0","null","2","null","0","null","1","null","19","null",
"860Z200US61847","ZCTA5 61847","463","null","403","null","387","null","1","null","1","null","0","null","0","null","4","null","10","null","60","null","54","null","0","null","0","null","1","null","1","null","0","null","4","null",
"860Z200US61848","ZCTA5 61848","79","null","64","null","61","null","1","null","0","null","0","null","0","null","0","null","2","null","15","null","14","null","0","null","0","null","0","null","0","null","1","null","0","null",
"860Z200US61849","ZCTA5 61849","744","null","637","null","606","null","2","null","1","null","6","null","1","null","1","null","20","null","107","null","94","null","4","null","2","null","3","null","0","null","3","null","1","null",
"860Z200US61850","ZCTA5 61850","207","null","171","null","166","null","0","null","0","null","0","null","0","null","1","null","4","null","36","null","34","null","0","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US61851","ZCTA5 61851","202","null","173","null","161","null","1","null","0","null","0","null","1","null","1","null","9","null","29","null","24","null","1","null","0","null","1","null","0","null","0","null","3","null",
"860Z200US61852","ZCTA5 61852","92","null","81","null","77","null","0","null","0","null","1","null","0","null","2","null","1","null","11","null","9","null","2","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61853","ZCTA5 61853","5235","null","4326","null","4064","null","20","null","4","null","66","null","2","null","18","null","152","null","909","null","811","null","22","null","2","null","12","null","1","null","14","null","47","null",
"860Z200US61854","ZCTA5 61854","603","null","494","null","476","null","0","null","0","null","0","null","0","null","2","null","16","null","109","null","105","null","0","null","0","null","1","null","0","null","0","null","3","null",
"860Z200US61855","ZCTA5 61855","46","null","31","null","31","null","0","null","0","null","0","null","0","null","0","null","0","null","15","null","14","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61856","ZCTA5 61856","3172","null","2584","null","2511","null","2","null","0","null","4","null","0","null","7","null","60","null","588","null","557","null","2","null","0","null","0","null","0","null","4","null","25","null",
"860Z200US61857","ZCTA5 61857","68","null","61","null","60","null","1","null","0","null","0","null","0","null","0","null","0","null","7","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61858","ZCTA5 61858","1222","null","1038","null","993","null","6","null","4","null","2","null","0","null","4","null","29","null","184","null","171","null","2","null","0","null","1","null","0","null","2","null","8","null",
"860Z200US61859","ZCTA5 61859","453","null","393","null","385","null","1","null","2","null","0","null","0","null","0","null","5","null","60","null","55","null","2","null","0","null","0","null","0","null","1","null","2","null",
"860Z200US61862","ZCTA5 61862","182","null","161","null","156","null","0","null","1","null","0","null","0","null","0","null","4","null","21","null","20","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US61863","ZCTA5 61863","344","null","301","null","294","null","1","null","0","null","0","null","0","null","2","null","4","null","43","null","36","null","2","null","2","null","0","null","0","null","0","null","3","null",
"860Z200US61864","ZCTA5 61864","630","null","556","null","535","null","0","null","2","null","1","null","0","null","5","null","13","null","74","null","68","null","1","null","0","null","1","null","0","null","1","null","3","null",
"860Z200US61865","ZCTA5 61865","526","null","420","null","399","null","2","null","2","null","3","null","0","null","2","null","12","null","106","null","95","null","2","null","1","null","1","null","0","null","1","null","6","null",
"860Z200US61866","ZCTA5 61866","5515","null","2800","null","2172","null","243","null","16","null","42","null","2","null","142","null","183","null","2715","null","1383","null","814","null","16","null","24","null","0","null","264","null","214","null",
"860Z200US61870","ZCTA5 61870","503","null","405","null","386","null","2","null","3","null","2","null","0","null","1","null","11","null","98","null","93","null","1","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US61871","ZCTA5 61871","140","null","126","null","121","null","0","null","0","null","0","null","0","null","0","null","5","null","14","null","13","null","1","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US61872","ZCTA5 61872","293","null","236","null","221","null","1","null","1","null","1","null","0","null","0","null","12","null","57","null","48","null","1","null","3","null","0","null","0","null","1","null","4","null",
