"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"1600000US1714000","Chicago city, Illinois","1142725","null","472199","null","231863","null","106685","null","4701","null","33455","null","111","null","52082","null","43302","null","670526","null","254026","null","230645","null","5987","null","46315","null","255","null","75955","null","57343","null",
"860Z200US60002","ZCTA5 60002","9424","null","7346","null","6652","null","72","null","20","null","146","null","1","null","118","null","337","null","2078","null","1739","null","94","null","14","null","21","null","4","null","64","null","142","null",
"860Z200US60004","ZCTA5 60004","20455","null","15905","null","14091","null","87","null","16","null","1103","null","4","null","139","null","465","null","4550","null","2629","null","262","null","42","null","797","null","0","null","378","null","442","null",
"860Z200US60005","ZCTA5 60005","13022","null","8228","null","7146","null","64","null","25","null","522","null","0","null","165","null","306","null","4794","null","3253","null","241","null","26","null","692","null","3","null","276","null","303","null",
"860Z200US60007","ZCTA5 60007","13810","null","10315","null","8567","null","77","null","18","null","953","null","0","null","268","null","432","null","3495","null","2421","null","195","null","30","null","352","null","4","null","237","null","256","null",
"860Z200US60008","ZCTA5 60008","8904","null","6303","null","4839","null","65","null","40","null","638","null","1","null","344","null","376","null","2601","null","1293","null","175","null","43","null","320","null","1","null","483","null","286","null",
"860Z200US60010","ZCTA5 60010","16861","null","14929","null","12630","null","119","null","27","null","1553","null","1","null","136","null","463","null","1932","null","1547","null","56","null","10","null","172","null","1","null","48","null","98","null",
"860Z200US60012","ZCTA5 60012","3797","null","3440","null","3166","null","10","null","8","null","84","null","1","null","48","null","123","null","357","null","311","null","4","null","4","null","4","null","0","null","12","null","22","null",
"860Z200US60013","ZCTA5 60013","9357","null","8270","null","7448","null","36","null","17","null","185","null","1","null","211","null","372","null","1087","null","896","null","24","null","3","null","14","null","0","null","56","null","94","null",
"860Z200US60014","ZCTA5 60014","17610","null","14045","null","12527","null","88","null","27","null","292","null","2","null","432","null","677","null","3565","null","2602","null","121","null","33","null","80","null","2","null","369","null","358","null",
"860Z200US60015","ZCTA5 60015","9997","null","8228","null","7397","null","42","null","7","null","511","null","0","null","54","null","217","null","1769","null","1344","null","47","null","6","null","232","null","0","null","46","null","94","null",
"860Z200US60016","ZCTA5 60016","24636","null","16116","null","11716","null","232","null","66","null","2798","null","3","null","601","null","700","null","8520","null","4433","null","712","null","80","null","2111","null","2","null","616","null","566","null",
"860Z200US60018","ZCTA5 60018","10406","null","7427","null","4918","null","91","null","95","null","747","null","1","null","819","null","756","null","2979","null","1553","null","118","null","57","null","219","null","0","null","648","null","384","null",
"860Z200US60020","ZCTA5 60020","5098","null","3648","null","3208","null","59","null","10","null","77","null","0","null","101","null","193","null","1450","null","1214","null","48","null","8","null","18","null","2","null","58","null","102","null",
"860Z200US60021","ZCTA5 60021","2080","null","1715","null","1539","null","3","null","4","null","53","null","0","null","34","null","82","null","365","null","293","null","2","null","1","null","14","null","0","null","19","null","36","null",
"860Z200US60022","ZCTA5 60022","2897","null","2655","null","2416","null","32","null","2","null","101","null","0","null","17","null","87","null","242","null","202","null","9","null","0","null","7","null","0","null","11","null","13","null",
"860Z200US60025","ZCTA5 60025","15396","null","12172","null","9839","null","94","null","30","null","1621","null","1","null","165","null","422","null","3224","null","1869","null","141","null","24","null","797","null","1","null","230","null","162","null",
"860Z200US60026","ZCTA5 60026","5443","null","4043","null","2984","null","26","null","5","null","848","null","0","null","30","null","150","null","1400","null","976","null","64","null","10","null","237","null","0","null","45","null","68","null",
"860Z200US60029","ZCTA5 60029","163","null","159","null","137","null","3","null","0","null","9","null","2","null","2","null","6","null","4","null","2","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US60030","ZCTA5 60030","14376","null","11482","null","9925","null","212","null","37","null","469","null","2","null","293","null","544","null","2894","null","1940","null","248","null","21","null","204","null","3","null","230","null","248","null",
"860Z200US60031","ZCTA5 60031","14503","null","10590","null","7757","null","462","null","33","null","1166","null","5","null","477","null","690","null","3913","null","2100","null","846","null","22","null","268","null","5","null","327","null","345","null",
"860Z200US60033","ZCTA5 60033","4802","null","3180","null","2490","null","11","null","27","null","18","null","0","null","343","null","291","null","1622","null","970","null","25","null","14","null","17","null","2","null","356","null","238","null",
"860Z200US60034","ZCTA5 60034","829","null","618","null","573","null","1","null","2","null","3","null","0","null","15","null","24","null","211","null","172","null","5","null","0","null","3","null","0","null","15","null","16","null",
"860Z200US60035","ZCTA5 60035","11555","null","9449","null","8656","null","72","null","19","null","286","null","1","null","99","null","316","null","2106","null","1588","null","90","null","24","null","72","null","2","null","157","null","173","null",
"860Z200US60040","ZCTA5 60040","1870","null","737","null","574","null","6","null","2","null","29","null","1","null","66","null","59","null","1133","null","525","null","46","null","22","null","29","null","0","null","328","null","183","null",
"860Z200US60041","ZCTA5 60041","3565","null","2722","null","2387","null","19","null","13","null","32","null","0","null","101","null","170","null","843","null","665","null","39","null","2","null","14","null","3","null","43","null","77","null",
"860Z200US60042","ZCTA5 60042","3262","null","2694","null","2380","null","13","null","11","null","39","null","0","null","97","null","154","null","568","null","448","null","21","null","5","null","6","null","1","null","39","null","48","null",
"860Z200US60043","ZCTA5 60043","791","null","730","null","673","null","1","null","0","null","27","null","1","null","5","null","23","null","61","null","48","null","1","null","0","null","4","null","0","null","1","null","7","null",
"860Z200US60044","ZCTA5 60044","4080","null","2904","null","2520","null","33","null","5","null","194","null","0","null","45","null","107","null","1176","null","774","null","71","null","11","null","165","null","0","null","67","null","88","null",
"860Z200US60045","ZCTA5 60045","7470","null","6461","null","5787","null","31","null","12","null","393","null","2","null","43","null","193","null","1009","null","868","null","17","null","4","null","41","null","0","null","29","null","50","null",
"860Z200US60046","ZCTA5 60046","12393","null","10278","null","8811","null","220","null","28","null","412","null","1","null","258","null","548","null","2115","null","1649","null","99","null","12","null","75","null","0","null","108","null","172","null",
"860Z200US60047","ZCTA5 60047","14790","null","13219","null","10961","null","106","null","18","null","1497","null","4","null","144","null","489","null","1571","null","1269","null","46","null","11","null","61","null","0","null","82","null","102","null",
"860Z200US60048","ZCTA5 60048","10472","null","8827","null","7728","null","79","null","10","null","575","null","0","null","89","null","346","null","1645","null","1271","null","61","null","1","null","112","null","0","null","78","null","122","null",
"860Z200US60050","ZCTA5 60050","12524","null","9184","null","8324","null","41","null","29","null","124","null","2","null","200","null","464","null","3340","null","2594","null","68","null","15","null","57","null","0","null","300","null","306","null",
"860Z200US60051","ZCTA5 60051","9641","null","7822","null","7147","null","31","null","25","null","81","null","2","null","151","null","385","null","1819","null","1491","null","41","null","5","null","26","null","2","null","110","null","144","null",
"860Z200US60053","ZCTA5 60053","9015","null","7959","null","5038","null","127","null","27","null","2282","null","1","null","164","null","320","null","1056","null","629","null","34","null","7","null","276","null","0","null","44","null","66","null",
"860Z200US60056","ZCTA5 60056","21949","null","15142","null","12688","null","115","null","31","null","1476","null","1","null","289","null","542","null","6807","null","3243","null","524","null","89","null","1334","null","1","null","979","null","637","null",
"860Z200US60060","ZCTA5 60060","13572","null","10059","null","7650","null","93","null","56","null","766","null","2","null","783","null","709","null","3513","null","1562","null","167","null","56","null","576","null","4","null","687","null","461","null",
"860Z200US60061","ZCTA5 60061","10593","null","6892","null","4670","null","107","null","15","null","1614","null","0","null","157","null","329","null","3701","null","2307","null","176","null","23","null","696","null","3","null","252","null","244","null",
"860Z200US60062","ZCTA5 60062","16376","null","13441","null","11146","null","55","null","8","null","1856","null","0","null","75","null","301","null","2935","null","1934","null","104","null","9","null","664","null","0","null","96","null","128","null",
"860Z200US60064","ZCTA5 60064","5066","null","2127","null","370","null","841","null","47","null","31","null","2","null","579","null","257","null","2939","null","451","null","1412","null","34","null","92","null","2","null","615","null","333","null",
"860Z200US60067","ZCTA5 60067","15926","null","12132","null","9942","null","94","null","18","null","1544","null","4","null","145","null","385","null","3794","null","2661","null","250","null","16","null","355","null","5","null","253","null","254","null",
"860Z200US60068","ZCTA5 60068","14732","null","12251","null","11204","null","50","null","10","null","462","null","2","null","120","null","403","null","2481","null","1998","null","48","null","7","null","184","null","1","null","101","null","142","null",
"860Z200US60069","ZCTA5 60069","3451","null","2738","null","2213","null","22","null","6","null","394","null","1","null","20","null","82","null","713","null","551","null","17","null","2","null","67","null","0","null","29","null","47","null",
"860Z200US60070","ZCTA5 60070","6233","null","4093","null","3443","null","37","null","17","null","225","null","0","null","181","null","190","null","2140","null","804","null","77","null","37","null","409","null","2","null","464","null","347","null",
"860Z200US60071","ZCTA5 60071","1682","null","1122","null","1056","null","6","null","3","null","6","null","0","null","12","null","39","null","560","null","509","null","7","null","1","null","2","null","0","null","14","null","27","null",
"860Z200US60072","ZCTA5 60072","357","null","318","null","296","null","1","null","1","null","1","null","0","null","3","null","16","null","39","null","34","null","0","null","1","null","0","null","0","null","0","null","4","null",
"860Z200US60073","ZCTA5 60073","19393","null","14520","null","8799","null","490","null","199","null","888","null","3","null","2217","null","1924","null","4873","null","2359","null","518","null","70","null","160","null","3","null","1025","null","738","null",
"860Z200US60074","ZCTA5 60074","14851","null","9037","null","6996","null","136","null","45","null","810","null","1","null","517","null","532","null","5814","null","2857","null","438","null","100","null","490","null","1","null","1164","null","764","null",
"860Z200US60075","ZCTA5 60075","13","null","13","null","8","null","1","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60076","ZCTA5 60076","11484","null","8729","null","5426","null","463","null","26","null","2118","null","3","null","235","null","458","null","2755","null","1289","null","407","null","20","null","633","null","0","null","183","null","223","null",
"860Z200US60077","ZCTA5 60077","10995","null","6632","null","4128","null","218","null","20","null","1740","null","2","null","183","null","341","null","4363","null","2142","null","568","null","25","null","1066","null","1","null","262","null","299","null",
"860Z200US60081","ZCTA5 60081","3466","null","3112","null","2926","null","15","null","7","null","16","null","0","null","25","null","123","null","354","null","317","null","4","null","0","null","1","null","0","null","8","null","24","null",
"860Z200US60083","ZCTA5 60083","3523","null","3095","null","2073","null","363","null","13","null","242","null","2","null","184","null","218","null","428","null","226","null","101","null","4","null","24","null","1","null","31","null","41","null",
"860Z200US60084","ZCTA5 60084","6446","null","5099","null","4420","null","33","null","21","null","132","null","0","null","200","null","293","null","1347","null","909","null","26","null","18","null","30","null","1","null","183","null","180","null",
"860Z200US60085","ZCTA5 60085","23597","null","10050","null","3211","null","1245","null","285","null","441","null","7","null","3187","null","1674","null","13547","null","2802","null","3627","null","266","null","801","null","6","null","4184","null","1861","null",
"860Z200US60087","ZCTA5 60087","9884","null","6077","null","2969","null","595","null","113","null","192","null","5","null","1291","null","912","null","3807","null","1006","null","1101","null","56","null","213","null","4","null","873","null","554","null",
"860Z200US60088","ZCTA5 60088","1062","null","18","null","6","null","2","null","0","null","4","null","0","null","2","null","4","null","1044","null","545","null","236","null","9","null","83","null","7","null","61","null","103","null",
"860Z200US60089","ZCTA5 60089","16402","null","13020","null","9702","null","110","null","20","null","2580","null","3","null","197","null","408","null","3382","null","1893","null","107","null","11","null","1069","null","1","null","122","null","179","null",
"860Z200US60090","ZCTA5 60090","15267","null","8873","null","6094","null","111","null","71","null","1102","null","1","null","816","null","678","null","6394","null","3054","null","260","null","79","null","1386","null","2","null","941","null","672","null",
"860Z200US60091","ZCTA5 60091","9945","null","8420","null","7092","null","51","null","9","null","881","null","2","null","60","null","325","null","1525","null","1191","null","43","null","7","null","173","null","1","null","32","null","78","null",
"860Z200US60093","ZCTA5 60093","7053","null","6235","null","5634","null","21","null","13","null","299","null","1","null","59","null","208","null","818","null","614","null","15","null","4","null","53","null","0","null","72","null","60","null",
"860Z200US60096","ZCTA5 60096","2650","null","2120","null","1834","null","48","null","16","null","30","null","1","null","56","null","135","null","530","null","361","null","58","null","7","null","10","null","1","null","36","null","57","null",
"860Z200US60097","ZCTA5 60097","4172","null","3434","null","3086","null","7","null","11","null","25","null","1","null","100","null","204","null","738","null","633","null","7","null","1","null","4","null","0","null","28","null","65","null",
"860Z200US60098","ZCTA5 60098","12526","null","8642","null","7298","null","64","null","44","null","148","null","2","null","523","null","563","null","3884","null","2814","null","223","null","35","null","51","null","0","null","379","null","382","null",
"860Z200US60099","ZCTA5 60099","10978","null","6657","null","3376","null","1108","null","107","null","182","null","4","null","1089","null","791","null","4321","null","1279","null","1921","null","55","null","46","null","2","null","592","null","426","null",
"860Z200US60101","ZCTA5 60101","12951","null","8572","null","6015","null","91","null","62","null","669","null","4","null","906","null","825","null","4379","null","1460","null","417","null","109","null","228","null","3","null","1351","null","811","null",
"860Z200US60102","ZCTA5 60102","11639","null","9922","null","8442","null","148","null","34","null","525","null","2","null","258","null","513","null","1717","null","1312","null","76","null","14","null","88","null","0","null","96","null","131","null",
"860Z200US60103","ZCTA5 60103","14404","null","12642","null","9598","null","214","null","36","null","1834","null","1","null","311","null","648","null","1762","null","1093","null","110","null","16","null","159","null","1","null","203","null","180","null",
"860Z200US60104","ZCTA5 60104","6363","null","4472","null","352","null","3192","null","37","null","35","null","2","null","555","null","299","null","1891","null","98","null","1512","null","9","null","9","null","3","null","163","null","97","null",
"860Z200US60106","ZCTA5 60106","7172","null","3970","null","2633","null","52","null","53","null","186","null","1","null","555","null","490","null","3202","null","1545","null","289","null","52","null","181","null","3","null","721","null","411","null",
"860Z200US60107","ZCTA5 60107","13396","null","11147","null","6758","null","369","null","111","null","1637","null","0","null","1207","null","1065","null","2249","null","1055","null","383","null","34","null","202","null","3","null","331","null","241","null",
"860Z200US60108","ZCTA5 60108","9137","null","6669","null","5358","null","94","null","14","null","797","null","0","null","142","null","264","null","2468","null","1615","null","210","null","21","null","283","null","0","null","158","null","181","null",
"860Z200US60109","ZCTA5 60109","225","null","182","null","163","null","1","null","0","null","4","null","0","null","4","null","10","null","43","null","37","null","0","null","0","null","0","null","1","null","1","null","4","null",
"860Z200US60110","ZCTA5 60110","11660","null","8232","null","4503","null","194","null","145","null","481","null","0","null","1868","null","1041","null","3428","null","1187","null","497","null","76","null","99","null","1","null","1041","null","527","null",
"860Z200US60111","ZCTA5 60111","113","null","78","null","73","null","1","null","1","null","0","null","0","null","1","null","2","null","35","null","26","null","0","null","1","null","1","null","0","null","4","null","3","null",
"860Z200US60112","ZCTA5 60112","1600","null","1217","null","1027","null","38","null","3","null","17","null","0","null","51","null","81","null","383","null","264","null","68","null","0","null","4","null","1","null","20","null","26","null",
"860Z200US60113","ZCTA5 60113","100","null","54","null","50","null","0","null","0","null","0","null","0","null","3","null","1","null","46","null","41","null","2","null","0","null","0","null","0","null","2","null","1","null",
"860Z200US60115","ZCTA5 60115","16063","null","6968","null","5816","null","227","null","38","null","149","null","1","null","306","null","431","null","9095","null","4930","null","2338","null","58","null","444","null","4","null","587","null","734","null",
"860Z200US60118","ZCTA5 60118","6602","null","4826","null","4235","null","51","null","13","null","148","null","0","null","129","null","250","null","1776","null","1203","null","165","null","14","null","77","null","3","null","137","null","177","null",
"860Z200US60119","ZCTA5 60119","3900","null","3386","null","3126","null","19","null","7","null","39","null","0","null","50","null","145","null","514","null","445","null","16","null","2","null","12","null","0","null","11","null","28","null",
"860Z200US60120","ZCTA5 60120","16332","null","10270","null","5427","null","391","null","208","null","618","null","5","null","2116","null","1505","null","6062","null","1949","null","753","null","192","null","175","null","5","null","1795","null","1193","null",
"860Z200US60123","ZCTA5 60123","16865","null","10824","null","7068","null","378","null","161","null","454","null","3","null","1534","null","1226","null","6041","null","2442","null","1016","null","110","null","191","null","6","null","1463","null","813","null",
"860Z200US60124","ZCTA5 60124","8771","null","8021","null","6509","null","163","null","38","null","676","null","1","null","238","null","396","null","750","null","518","null","55","null","13","null","57","null","3","null","48","null","56","null",
"860Z200US60126","ZCTA5 60126","17166","null","13610","null","11861","null","129","null","16","null","765","null","2","null","230","null","607","null","3556","null","2695","null","256","null","12","null","215","null","2","null","148","null","228","null",
"860Z200US60129","ZCTA5 60129","83","null","74","null","63","null","0","null","1","null","1","null","0","null","3","null","6","null","9","null","8","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US60130","ZCTA5 60130","7576","null","3509","null","2263","null","696","null","10","null","228","null","0","null","106","null","206","null","4067","null","1719","null","1708","null","21","null","200","null","3","null","157","null","259","null",
"860Z200US60131","ZCTA5 60131","6269","null","4505","null","2873","null","39","null","62","null","176","null","0","null","764","null","591","null","1764","null","753","null","108","null","30","null","50","null","0","null","537","null","286","null",
"860Z200US60133","ZCTA5 60133","11402","null","8369","null","4504","null","379","null","76","null","1493","null","3","null","1047","null","867","null","3033","null","867","null","430","null","64","null","228","null","2","null","860","null","582","null",
"860Z200US60134","ZCTA5 60134","10986","null","9326","null","8639","null","32","null","11","null","200","null","2","null","90","null","352","null","1660","null","1423","null","26","null","8","null","23","null","2","null","61","null","117","null",
"860Z200US60135","ZCTA5 60135","2674","null","2043","null","1852","null","6","null","11","null","3","null","0","null","63","null","108","null","631","null","527","null","8","null","2","null","4","null","0","null","32","null","58","null",
"860Z200US60136","ZCTA5 60136","2716","null","2406","null","1809","null","57","null","16","null","256","null","2","null","107","null","159","null","310","null","204","null","27","null","5","null","24","null","1","null","17","null","32","null",
"860Z200US60137","ZCTA5 60137","14353","null","11414","null","10150","null","133","null","15","null","569","null","0","null","129","null","418","null","2939","null","1904","null","329","null","18","null","272","null","0","null","207","null","209","null",
"860Z200US60139","ZCTA5 60139","11430","null","7161","null","3642","null","221","null","69","null","1770","null","4","null","786","null","669","null","4269","null","1748","null","725","null","47","null","593","null","5","null","669","null","482","null",
"860Z200US60140","ZCTA5 60140","7639","null","6772","null","5668","null","158","null","19","null","234","null","1","null","276","null","416","null","867","null","635","null","51","null","7","null","25","null","0","null","61","null","88","null",
"860Z200US60141","ZCTA5 60141","82","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","82","null","27","null","47","null","0","null","2","null","0","null","0","null","6","null",
"860Z200US60142","ZCTA5 60142","11930","null","10646","null","9559","null","104","null","12","null","385","null","3","null","187","null","396","null","1284","null","1072","null","34","null","7","null","40","null","0","null","50","null","81","null",
"860Z200US60143","ZCTA5 60143","4333","null","2970","null","2548","null","17","null","11","null","216","null","2","null","63","null","113","null","1363","null","844","null","83","null","17","null","167","null","0","null","110","null","142","null",
"860Z200US60144","ZCTA5 60144","33","null","28","null","24","null","1","null","1","null","0","null","0","null","1","null","1","null","5","null","4","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US60145","ZCTA5 60145","852","null","717","null","671","null","3","null","3","null","1","null","0","null","17","null","22","null","135","null","110","null","4","null","1","null","1","null","0","null","11","null","8","null",
"860Z200US60146","ZCTA5 60146","956","null","760","null","687","null","6","null","4","null","3","null","1","null","20","null","39","null","196","null","169","null","3","null","2","null","2","null","0","null","7","null","13","null",
"860Z200US60148","ZCTA5 60148","20964","null","14819","null","12263","null","290","null","31","null","1224","null","1","null","277","null","733","null","6145","null","3616","null","741","null","31","null","972","null","0","null","380","null","405","null",
"860Z200US60150","ZCTA5 60150","632","null","458","null","427","null","4","null","2","null","1","null","0","null","7","null","17","null","174","null","151","null","4","null","0","null","3","null","0","null","6","null","10","null",
"860Z200US60151","ZCTA5 60151","1524","null","1308","null","1222","null","7","null","7","null","8","null","1","null","17","null","46","null","216","null","192","null","1","null","2","null","2","null","0","null","8","null","11","null",
"860Z200US60152","ZCTA5 60152","4726","null","3609","null","3274","null","9","null","24","null","22","null","0","null","105","null","175","null","1117","null","861","null","33","null","18","null","9","null","0","null","95","null","101","null",
"860Z200US60153","ZCTA5 60153","7573","null","4498","null","420","null","2916","null","56","null","28","null","3","null","694","null","381","null","3075","null","175","null","2265","null","31","null","4","null","0","null","373","null","227","null",
"860Z200US60154","ZCTA5 60154","6931","null","6160","null","4220","null","872","null","28","null","213","null","0","null","361","null","466","null","771","null","321","null","332","null","7","null","11","null","1","null","46","null","53","null",
"860Z200US60155","ZCTA5 60155","3179","null","2023","null","356","null","1389","null","10","null","31","null","0","null","140","null","97","null","1156","null","86","null","959","null","0","null","12","null","0","null","43","null","56","null",
"860Z200US60156","ZCTA5 60156","9854","null","8425","null","6912","null","156","null","35","null","405","null","1","null","377","null","539","null","1429","null","1079","null","52","null","11","null","48","null","0","null","112","null","127","null",
"860Z200US60157","ZCTA5 60157","858","null","799","null","732","null","4","null","0","null","22","null","0","null","11","null","30","null","59","null","45","null","2","null","0","null","7","null","0","null","2","null","3","null",
"860Z200US60160","ZCTA5 60160","8289","null","3901","null","1754","null","137","null","53","null","68","null","0","null","1170","null","719","null","4388","null","1112","null","541","null","65","null","42","null","1","null","1804","null","823","null",
"860Z200US60162","ZCTA5 60162","3000","null","1937","null","630","null","720","null","21","null","58","null","0","null","297","null","211","null","1063","null","224","null","622","null","5","null","30","null","0","null","113","null","69","null",
"860Z200US60163","ZCTA5 60163","1837","null","1473","null","583","null","437","null","24","null","53","null","0","null","241","null","135","null","364","null","73","null","178","null","2","null","11","null","0","null","69","null","31","null",
"860Z200US60164","ZCTA5 60164","6925","null","4929","null","2495","null","69","null","87","null","147","null","3","null","1288","null","840","null","1996","null","718","null","301","null","30","null","41","null","6","null","610","null","290","null",
"860Z200US60165","ZCTA5 60165","1296","null","637","null","133","null","16","null","15","null","14","null","0","null","327","null","132","null","659","null","96","null","41","null","14","null","5","null","1","null","338","null","164","null",
"860Z200US60169","ZCTA5 60169","12250","null","7926","null","5097","null","257","null","35","null","1629","null","0","null","404","null","504","null","4324","null","1837","null","520","null","39","null","906","null","7","null","586","null","429","null",
"860Z200US60171","ZCTA5 60171","4304","null","2456","null","1954","null","22","null","18","null","55","null","1","null","222","null","184","null","1848","null","1279","null","76","null","25","null","28","null","3","null","244","null","193","null",
"860Z200US60172","ZCTA5 60172","9454","null","7349","null","6123","null","88","null","16","null","622","null","2","null","171","null","327","null","2105","null","1477","null","140","null","22","null","173","null","2","null","120","null","171","null",
"860Z200US60173","ZCTA5 60173","6278","null","2084","null","1255","null","36","null","4","null","689","null","0","null","29","null","71","null","4194","null","1937","null","363","null","14","null","1452","null","1","null","187","null","240","null",
"860Z200US60174","ZCTA5 60174","12664","null","8693","null","7829","null","51","null","22","null","244","null","2","null","173","null","372","null","3971","null","3126","null","128","null","18","null","120","null","3","null","293","null","283","null",
"860Z200US60175","ZCTA5 60175","8463","null","7905","null","7154","null","63","null","26","null","277","null","3","null","78","null","304","null","558","null","480","null","13","null","2","null","19","null","0","null","17","null","27","null",
"860Z200US60176","ZCTA5 60176","4505","null","2448","null","1865","null","23","null","13","null","135","null","0","null","233","null","179","null","2057","null","1315","null","68","null","27","null","103","null","0","null","332","null","212","null",
"860Z200US60177","ZCTA5 60177","8356","null","6645","null","5095","null","145","null","32","null","531","null","2","null","331","null","509","null","1711","null","1100","null","154","null","19","null","77","null","2","null","204","null","155","null",
"860Z200US60178","ZCTA5 60178","8966","null","6236","null","5666","null","82","null","13","null","87","null","0","null","124","null","264","null","2730","null","2288","null","171","null","12","null","35","null","0","null","78","null","146","null",
"860Z200US60180","ZCTA5 60180","599","null","519","null","480","null","5","null","2","null","2","null","0","null","10","null","20","null","80","null","70","null","1","null","0","null","2","null","0","null","3","null","4","null",
"860Z200US60181","ZCTA5 60181","11435","null","7603","null","5985","null","211","null","37","null","465","null","2","null","372","null","531","null","3832","null","2074","null","495","null","31","null","465","null","2","null","412","null","353","null",
"860Z200US60183","ZCTA5 60183","31","null","31","null","22","null","1","null","0","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60184","ZCTA5 60184","839","null","802","null","711","null","4","null","2","null","40","null","0","null","9","null","36","null","37","null","32","null","0","null","0","null","2","null","0","null","1","null","2","null",
"860Z200US60185","ZCTA5 60185","10722","null","7983","null","5475","null","90","null","98","null","540","null","1","null","980","null","799","null","2739","null","891","null","178","null","66","null","84","null","2","null","1019","null","499","null",
"860Z200US60187","ZCTA5 60187","10234","null","7182","null","6498","null","68","null","5","null","258","null","0","null","71","null","282","null","3052","null","2217","null","263","null","8","null","292","null","1","null","101","null","170","null",
"860Z200US60188","ZCTA5 60188","15265","null","10421","null","7738","null","228","null","31","null","1577","null","1","null","340","null","506","null","4844","null","2226","null","837","null","49","null","645","null","3","null","615","null","469","null",
"860Z200US60189","ZCTA5 60189","11876","null","9139","null","8065","null","131","null","4","null","476","null","2","null","82","null","379","null","2737","null","1908","null","341","null","8","null","223","null","1","null","86","null","170","null",
"860Z200US60190","ZCTA5 60190","4321","null","4037","null","3588","null","53","null","1","null","189","null","0","null","43","null","163","null","284","null","225","null","12","null","2","null","5","null","0","null","16","null","24","null",
"860Z200US60191","ZCTA5 60191","5534","null","4437","null","3611","null","40","null","23","null","213","null","0","null","252","null","298","null","1097","null","678","null","59","null","18","null","48","null","1","null","161","null","132","null",
"860Z200US60192","ZCTA5 60192","5615","null","5130","null","3457","null","107","null","14","null","1313","null","1","null","71","null","167","null","485","null","224","null","45","null","1","null","173","null","0","null","18","null","24","null",
"860Z200US60193","ZCTA5 60193","16214","null","12233","null","9606","null","181","null","33","null","1657","null","0","null","230","null","526","null","3981","null","2274","null","344","null","16","null","856","null","1","null","244","null","246","null",
"860Z200US60194","ZCTA5 60194","7644","null","5699","null","3936","null","155","null","12","null","1184","null","1","null","137","null","274","null","1945","null","955","null","226","null","15","null","436","null","0","null","164","null","149","null",
