"","sensor_index","date","count","max_interval"
"1",3499,2022-01-01,455,25263
"2",3499,2022-01-02,301,48650
"3",3499,2022-01-03,160,27440
"4",3499,2022-01-04,78,63950
"5",3499,2022-01-05,388,36368
"6",3499,2022-01-06,720,132
"7",3499,2022-01-07,625,11524
"8",3499,2022-01-08,720,145
"9",3499,2022-01-09,716,524
"10",3499,2022-01-10,720,126
"11",3499,2022-01-11,718,240
"12",3499,2022-01-12,719,240
"13",3499,2022-01-13,720,138
"14",3499,2022-01-14,697,1353
"15",3499,2022-01-15,583,4810
"16",3499,2022-01-16,634,5977
"17",3499,2022-01-17,691,1399
"18",3499,2022-01-18,679,1793
"19",3499,2022-01-19,720,127
"20",3499,2022-01-20,719,148
"21",3499,2022-01-21,697,1441
"22",3499,2022-01-22,710,1049
"23",3499,2022-01-23,720,130
"24",3499,2022-01-24,718,263
"25",3499,2022-01-25,715,455
"26",3499,2022-01-26,720,210
"27",3499,2022-01-27,720,134
"28",3499,2022-01-28,720,139
"29",3499,2022-01-29,719,139
"30",3499,2022-01-30,719,240
"31",3499,2022-01-31,719,240
"32",3499,2022-02-01,720,131
"33",3499,2022-02-02,720,132
"34",3499,2022-02-03,720,128
"35",3499,2022-02-04,646,1562
"36",3499,2022-02-05,719,240
"37",3499,2022-02-06,716,480
"38",3499,2022-02-07,720,130
"39",3499,2022-02-08,719,143
"40",3499,2022-02-09,715,760
"41",3499,2022-02-10,719,134
"42",3499,2022-02-11,720,128
"43",3499,2022-02-12,720,128
"44",3499,2022-02-13,720,133
"45",3499,2022-02-14,720,139
"46",3499,2022-02-15,720,133
"47",3499,2022-02-16,709,1414
"48",3499,2022-02-17,720,125
"49",3499,2022-02-18,719,129
"50",3499,2022-02-19,719,240
"51",3499,2022-02-20,720,124
"52",3499,2022-02-21,720,129
"53",3499,2022-02-22,720,141
"54",3499,2022-02-23,719,141
"55",3499,2022-02-24,720,129
"56",3499,2022-02-25,720,127
"57",3499,2022-02-26,720,123
"58",3499,2022-02-27,720,127
"59",3499,2022-02-28,720,133
"60",3499,2022-03-01,720,127
"61",3499,2022-03-02,718,240
"62",3499,2022-03-03,719,240
"63",3499,2022-03-04,720,122
"64",3499,2022-03-05,720,121
"65",3499,2022-03-06,710,1286
"66",3499,2022-03-07,720,129
"67",3499,2022-03-08,720,128
"68",3499,2022-03-09,720,124
"69",3499,2022-03-10,719,130
"70",3499,2022-03-11,720,126
"71",3499,2022-03-12,720,123
"72",3499,2022-03-13,720,127
"73",3499,2022-03-14,720,127
"74",3499,2022-03-15,719,238
"75",3499,2022-03-16,719,136
"76",3499,2022-03-17,719,133
"77",3499,2022-03-18,720,133
"78",3499,2022-03-19,719,134
"79",3499,2022-03-20,719,134
"80",3499,2022-03-21,720,140
"81",3499,2022-03-22,719,129
"82",3499,2022-03-23,719,242
"83",3499,2022-03-24,719,241
"84",3499,2022-03-25,719,240
"85",3499,2022-03-26,719,240
"86",3499,2022-03-27,720,132
"87",3499,2022-03-28,720,127
"88",3499,2022-03-29,719,125
"89",3499,2022-03-30,720,127
"90",3499,2022-03-31,720,123
"91",3499,2022-04-01,720,124
"92",3499,2022-04-02,720,131
"93",3499,2022-04-03,718,360
"94",3499,2022-04-04,720,124
"95",3499,2022-04-05,720,127
"96",3499,2022-04-06,717,240
"97",3499,2022-04-07,715,481
"98",3499,2022-04-08,720,123
"99",3499,2022-04-09,720,123
"100",3499,2022-04-10,712,601
"101",3499,2022-04-11,720,129
"102",3499,2022-04-12,718,240
"103",3499,2022-04-13,720,129
"104",3499,2022-04-14,720,125
"105",3499,2022-04-15,717,360
"106",3499,2022-04-16,708,480
"107",3499,2022-04-17,719,240
"108",3499,2022-04-18,718,246
"109",3499,2022-04-19,719,241
"110",3499,2022-04-20,720,127
"111",3499,2022-04-21,720,124
"112",3499,2022-04-22,718,246
"113",3499,2022-04-23,710,1062
"114",3499,2022-04-24,720,133
"115",3499,2022-04-25,720,127
"116",3499,2022-04-26,720,127
"117",3499,2022-04-27,719,127
"118",3499,2022-04-28,720,128
"119",3499,2022-04-29,720,127
"120",3499,2022-04-30,720,127
"121",3499,2022-05-01,720,133
"122",3499,2022-05-02,720,127
"123",3499,2022-05-03,720,138
"124",3499,2022-05-04,716,375
"125",3499,2022-05-05,713,600
"126",3499,2022-05-06,716,420
"127",3499,2022-05-07,718,241
"128",3499,2022-05-08,720,125
"129",3499,2022-05-09,719,243
"130",3499,2022-05-10,719,135
"131",3499,2022-05-11,719,240
"132",3499,2022-05-12,716,407
"133",3499,2022-05-13,719,240
"134",3499,2022-05-14,720,126
"135",3499,2022-05-15,720,133
"136",3499,2022-05-16,718,239
"137",3499,2022-05-17,718,240
"138",3499,2022-05-18,719,240
"139",3499,2022-05-19,703,1308
"140",3499,2022-05-20,720,128
"141",3499,2022-05-21,719,240
"142",3499,2022-05-22,720,129
"143",3499,2022-05-23,720,135
"144",3499,2022-05-24,720,129
"145",3499,2022-05-25,719,130
"146",3499,2022-05-26,720,129
"147",3499,2022-05-27,720,138
"148",3499,2022-05-28,720,130
"149",3499,2022-05-29,720,133
"150",3499,2022-05-30,720,127
"151",3499,2022-05-31,720,130
"152",3499,2022-06-01,711,600
"153",3499,2022-06-02,720,127
"154",3499,2022-06-03,720,129
"155",3499,2022-06-04,720,127
"156",3499,2022-06-05,719,240
"157",3499,2022-06-06,720,142
"158",3499,2022-06-07,718,237
"159",3499,2022-06-08,720,127
"160",3499,2022-06-09,718,241
"161",3499,2022-06-10,715,480
"162",3499,2022-06-11,715,361
"163",3499,2022-06-12,715,240
"164",3499,2022-06-13,720,132
"165",3499,2022-06-14,712,246
"166",3499,2022-06-15,719,240
"167",3499,2022-06-16,720,142
"168",3499,2022-06-17,720,125
"169",3499,2022-06-18,719,133
"170",3499,2022-06-19,720,127
"171",3499,2022-06-20,720,129
"172",3499,2022-06-21,717,361
"173",3499,2022-06-22,720,133
"174",3499,2022-06-23,720,127
"175",3499,2022-06-24,719,128
"176",3499,2022-06-25,719,240
"177",3499,2022-06-26,720,124
"178",3499,2022-06-27,720,131
"179",3499,2022-06-28,720,127
"180",3499,2022-06-29,719,243
"181",3499,2022-06-30,720,127
"182",3499,2022-07-01,719,123
"183",3499,2022-07-02,720,127
"184",3499,2022-07-03,720,127
"185",3499,2022-07-04,720,130
"186",3499,2022-07-05,719,133
"187",3499,2022-07-06,718,218
"188",3499,2022-07-07,706,486
"189",3499,2022-07-08,710,254
"190",3499,2022-07-09,720,136
"191",3499,2022-07-10,719,135
"192",3499,2022-07-11,712,480
"193",3499,2022-07-12,720,136
"194",3499,2022-07-13,718,241
"195",3499,2022-07-14,718,240
"196",3499,2022-07-15,719,240
"197",3499,2022-07-16,719,241
"198",3499,2022-07-17,718,242
"199",3499,2022-07-18,720,131
"200",3499,2022-07-19,720,128
"201",3499,2022-07-20,719,240
"202",3499,2022-07-21,719,229
"203",3499,2022-07-22,719,129
"204",3499,2022-07-23,720,178
"205",3499,2022-07-24,719,136
"206",3499,2022-07-25,717,345
"207",3499,2022-07-26,719,240
"208",3499,2022-07-27,718,240
"209",3499,2022-07-28,720,133
"210",3499,2022-07-29,720,135
"211",3499,2022-07-30,720,127
"212",3499,2022-07-31,717,241
"213",3499,2022-08-01,714,472
"214",3499,2022-08-02,720,149
"215",3499,2022-08-03,719,241
"216",3499,2022-08-04,709,1187
"217",3499,2022-08-05,719,241
"218",3499,2022-08-06,720,123
"219",3499,2022-08-07,719,240
"220",3499,2022-08-08,719,252
"221",3499,2022-08-09,718,243
"222",3499,2022-08-10,717,417
"223",3499,2022-08-11,720,128
"224",3499,2022-08-12,719,241
"225",3499,2022-08-13,720,132
"226",3499,2022-08-14,720,129
"227",3499,2022-08-15,706,405
"228",3499,2022-08-16,720,130
"229",3499,2022-08-17,720,128
"230",3499,2022-08-18,718,240
"231",3499,2022-08-19,720,126
"232",3499,2022-08-20,720,143
"233",3499,2022-08-21,720,140
"234",3499,2022-08-22,720,130
"235",3499,2022-08-23,718,241
"236",3499,2022-08-24,720,127
"237",3499,2022-08-25,720,134
"238",3499,2022-08-26,716,241
"239",3499,2022-08-27,720,129
"240",3499,2022-08-28,719,252
"241",3499,2022-08-29,718,239
"242",3499,2022-08-30,718,248
"243",3499,2022-08-31,715,360
"244",3499,2022-09-01,719,237
"245",3499,2022-09-02,707,1313
"246",3499,2022-09-03,713,360
"247",3499,2022-09-04,717,243
"248",3499,2022-09-05,716,241
"249",3499,2022-09-06,720,157
"250",3499,2022-09-07,718,240
"251",3499,2022-09-08,715,249
"252",3499,2022-09-09,711,440
"253",3499,2022-09-10,720,173
"254",3499,2022-09-11,714,477
"255",3499,2022-09-12,720,135
"256",3499,2022-09-13,708,1314
"257",3499,2022-09-14,711,349
"258",3499,2022-09-15,719,131
"259",3499,2022-09-16,720,127
"260",3499,2022-09-17,717,245
"261",3499,2022-09-18,719,240
"262",3499,2022-09-19,710,478
"263",3499,2022-09-20,718,240
"264",3499,2022-09-21,717,242
"265",3499,2022-09-22,719,240
"266",3499,2022-09-23,717,317
"267",3499,2022-09-24,710,907
"268",3499,2022-09-25,719,242
"269",3499,2022-09-26,717,240
"270",3499,2022-09-27,720,127
"271",3499,2022-09-28,720,126
"272",3499,2022-09-29,719,240
"273",3499,2022-09-30,720,123
"274",3499,2022-10-01,694,830
"275",3499,2022-10-02,718,240
"276",3499,2022-10-03,718,230
"277",3499,2022-10-04,620,2830
"278",3499,2022-10-05,719,239
"279",3499,2022-10-06,716,360
"280",3499,2022-10-07,695,1434
"281",3499,2022-10-08,720,133
"282",3499,2022-10-09,716,337
"283",3499,2022-10-10,720,135
"284",3499,2022-10-11,720,137
"285",3499,2022-10-12,720,184
"286",3499,2022-10-13,719,240
"287",3499,2022-10-14,719,130
"288",3499,2022-10-15,720,126
"289",3499,2022-10-16,720,124
"290",3499,2022-10-17,720,127
"291",3499,2022-10-18,720,128
"292",3499,2022-10-19,720,136
"293",3499,2022-10-20,720,127
"294",3499,2022-10-21,720,127
"295",3499,2022-10-22,720,126
"296",3499,2022-10-23,720,134
"297",3499,2022-10-24,719,127
"298",3499,2022-10-25,719,241
"299",3499,2022-10-26,711,361
"300",3499,2022-10-27,718,241
"301",3499,2022-10-28,720,136
"302",3499,2022-10-29,718,240
"303",3499,2022-10-30,703,602
"304",3499,2022-10-31,718,240
"305",3499,2022-11-01,720,125
"306",3499,2022-11-02,719,238
"307",3499,2022-11-03,719,241
"308",3499,2022-11-04,681,1515
"309",3499,2022-11-05,653,1752
"310",3499,2022-11-06,719,240
"311",3499,2022-11-07,718,240
"312",3499,2022-11-08,699,480
"313",3499,2022-11-09,717,358
"314",3499,2022-11-10,712,479
"315",3499,2022-11-11,700,479
"316",3499,2022-11-12,715,363
"317",3499,2022-11-13,712,361
"318",3499,2022-11-14,711,476
"319",3499,2022-11-15,696,600
"320",3499,2022-11-16,710,241
"321",3499,2022-11-17,718,243
"322",3499,2022-11-18,697,606
"323",3499,2022-11-19,717,241
"324",3499,2022-11-20,716,245
"325",3499,2022-11-21,707,360
"326",3499,2022-11-22,720,129
"327",3499,2022-11-23,719,240
"328",3499,2022-11-24,717,480
"329",3499,2022-11-25,720,132
"330",3499,2022-11-26,718,240
"331",3499,2022-11-27,717,243
"332",3499,2022-11-28,714,361
"333",3499,2022-11-29,715,243
"334",3499,2022-11-30,717,243
"335",3499,2022-12-01,720,127
"336",3499,2022-12-02,717,241
"337",3499,2022-12-03,710,360
"338",3499,2022-12-04,715,241
"339",3499,2022-12-05,716,243
"340",3499,2022-12-06,707,361
"341",3499,2022-12-07,664,1326
"342",3499,2022-12-08,676,1081
"343",3499,2022-12-09,715,359
"344",3499,2022-12-10,720,129
"345",3499,2022-12-11,720,125
"346",3499,2022-12-12,712,478
"347",3499,2022-12-13,707,482
"348",3499,2022-12-14,599,1868
"349",3499,2022-12-15,713,250
"350",3499,2022-12-16,659,1317
"351",3499,2022-12-17,677,481
"352",3499,2022-12-18,689,953
"353",3499,2022-12-19,712,472
"354",3499,2022-12-20,695,480
"355",3499,2022-12-21,712,600
"356",3499,2022-12-22,668,960
"357",3499,2022-12-23,717,252
"358",3499,2022-12-24,714,242
"359",3499,2022-12-25,698,247
"360",3499,2022-12-26,717,360
"361",3499,2022-12-27,720,125
"362",3499,2022-12-28,716,480
"363",3499,2022-12-29,720,132
"364",3499,2022-12-30,720,126
"365",3499,2022-12-31,715,360
"366",4395,2022-01-01,720,143
"367",4395,2022-01-02,720,140
"368",4395,2022-01-03,719,153
"369",4395,2022-01-04,720,140
"370",4395,2022-01-05,720,143
"371",4395,2022-01-06,720,142
"372",4395,2022-01-07,720,144
"373",4395,2022-01-08,720,139
"374",4395,2022-01-09,720,139
"375",4395,2022-01-10,720,141
"376",4395,2022-01-11,720,140
"377",4395,2022-01-12,720,142
"378",4395,2022-01-13,719,240
"379",4395,2022-01-14,720,123
"380",4395,2022-01-15,719,128
"381",4395,2022-01-16,720,128
"382",4395,2022-01-17,720,147
"383",4395,2022-01-18,720,142
"384",4395,2022-01-19,720,137
"385",4395,2022-01-20,720,139
"386",4395,2022-01-21,720,155
"387",4395,2022-01-22,720,143
"388",4395,2022-01-23,720,138
"389",4395,2022-01-24,720,140
"390",4395,2022-01-25,719,240
"391",4395,2022-01-26,720,141
"392",4395,2022-01-27,719,140
"393",4395,2022-01-28,720,140
"394",4395,2022-01-29,720,140
"395",4395,2022-01-30,720,141
"396",4395,2022-01-31,720,139
"397",4395,2022-02-01,720,143
"398",4395,2022-02-02,720,143
"399",4395,2022-02-03,720,140
"400",4395,2022-02-04,720,139
"401",4395,2022-02-05,720,140
"402",4395,2022-02-06,720,139
"403",4395,2022-02-07,719,139
"404",4395,2022-02-08,719,241
"405",4395,2022-02-09,720,139
"406",4395,2022-02-10,720,142
"407",4395,2022-02-11,720,138
"408",4395,2022-02-12,720,140
"409",4395,2022-02-13,720,135
"410",4395,2022-02-14,718,241
"411",4395,2022-02-15,720,141
"412",4395,2022-02-16,720,141
"413",4395,2022-02-17,719,139
"414",4395,2022-02-18,716,360
"415",4395,2022-02-19,680,4920
"416",4395,2022-02-20,720,137
"417",4395,2022-02-21,686,360
"418",4395,2022-02-22,720,138
"419",4395,2022-02-23,720,139
"420",4395,2022-02-24,720,140
"421",4395,2022-02-25,719,240
"422",4395,2022-02-26,720,141
"423",4395,2022-02-27,720,140
"424",4395,2022-02-28,719,139
"425",4395,2022-03-01,720,139
"426",4395,2022-03-02,720,129
"427",4395,2022-03-03,719,240
"428",4395,2022-03-04,720,127
"429",4395,2022-03-05,720,123
"430",4395,2022-03-06,720,128
"431",4395,2022-03-07,719,240
"432",4395,2022-03-08,720,124
"433",4395,2022-03-09,720,122
"434",4395,2022-03-10,720,130
"435",4395,2022-03-11,714,520
"436",4395,2022-03-12,720,127
"437",4395,2022-03-13,719,240
"438",4395,2022-03-14,719,241
"439",4395,2022-03-15,719,240
"440",4395,2022-03-16,718,240
"441",4395,2022-03-17,720,133
"442",4395,2022-03-18,719,127
"443",4395,2022-03-19,717,244
"444",4395,2022-03-20,719,240
"445",4395,2022-03-21,719,240
"446",4395,2022-03-22,717,240
"447",4395,2022-03-23,720,125
"448",4395,2022-03-24,719,239
"449",4395,2022-03-25,720,139
"450",4395,2022-03-26,718,240
"451",4395,2022-03-27,719,243
"452",4395,2022-03-28,718,248
"453",4395,2022-03-29,719,240
"454",4395,2022-03-30,720,132
"455",4395,2022-03-31,720,132
"456",4395,2022-04-01,717,240
"457",4395,2022-04-02,705,840
"458",4395,2022-04-03,719,240
"459",4395,2022-04-04,718,241
"460",4395,2022-04-05,720,137
"461",4395,2022-04-06,720,128
"462",4395,2022-04-07,718,241
"463",4395,2022-04-08,719,240
"464",4395,2022-04-09,720,130
"465",4395,2022-04-10,714,360
"466",4395,2022-04-11,719,249
"467",4395,2022-04-12,719,240
"468",4395,2022-04-13,717,241
"469",4395,2022-04-14,719,240
"470",4395,2022-04-15,720,129
"471",4395,2022-04-16,719,240
"472",4395,2022-04-17,719,125
"473",4395,2022-04-18,720,137
"474",4395,2022-04-19,720,131
"475",4395,2022-04-20,720,130
"476",4395,2022-04-21,720,127
"477",4395,2022-04-22,720,146
"478",4395,2022-04-23,719,240
"479",4395,2022-04-24,719,241
"480",4395,2022-04-25,720,138
"481",4395,2022-04-26,719,240
"482",4395,2022-04-27,719,240
"483",4395,2022-04-28,720,134
"484",4395,2022-04-29,718,240
"485",4395,2022-04-30,720,129
"486",4395,2022-05-01,720,130
"487",4395,2022-05-02,720,146
"488",4395,2022-05-03,720,128
"489",4395,2022-05-04,720,184
"490",4395,2022-05-05,716,297
"491",4395,2022-05-06,719,240
"492",4395,2022-05-07,720,156
"493",4395,2022-05-08,720,133
"494",4395,2022-05-09,720,193
"495",4395,2022-05-10,719,240
"496",4395,2022-05-11,720,130
"497",4395,2022-05-12,717,240
"498",4395,2022-05-13,716,360
"499",4395,2022-05-14,718,246
"500",4395,2022-05-15,719,240
"501",4395,2022-05-16,719,240
"502",4395,2022-05-17,720,124
"503",4395,2022-05-18,720,124
"504",4395,2022-05-19,720,127
"505",4395,2022-05-20,719,240
"506",4395,2022-05-21,719,240
"507",4395,2022-05-22,720,138
"508",4395,2022-05-23,720,132
"509",4395,2022-05-24,719,241
"510",4395,2022-05-25,719,198
"511",4395,2022-05-26,719,237
"512",4395,2022-05-27,719,240
"513",4395,2022-05-28,720,138
"514",4395,2022-05-29,720,131
"515",4395,2022-05-30,719,239
"516",4395,2022-05-31,719,241
"517",4395,2022-06-01,719,240
"518",4395,2022-06-02,720,127
"519",4395,2022-06-03,720,138
"520",4395,2022-06-04,719,137
"521",4395,2022-06-05,720,141
"522",4395,2022-06-06,719,240
"523",4395,2022-06-07,718,240
"524",4395,2022-06-08,719,240
"525",4395,2022-06-09,719,240
"526",4395,2022-06-10,720,157
"527",4395,2022-06-11,720,123
"528",4395,2022-06-12,720,129
"529",4395,2022-06-13,720,128
"530",4395,2022-06-14,720,126
"531",4395,2022-06-15,719,129
"532",4395,2022-06-16,711,280
"533",4395,2022-06-17,720,127
"534",4395,2022-06-18,717,240
"535",4395,2022-06-19,720,127
"536",4395,2022-06-20,719,240
"537",4395,2022-06-21,718,360
"538",4395,2022-06-22,709,345
"539",4395,2022-06-23,720,126
"540",4395,2022-06-24,629,8768
"541",4395,2022-06-25,45,16602
"542",4395,2022-06-26,17,19832
"543",4395,2022-06-27,21,18867
"544",4395,2022-06-28,16,24213
"545",4395,2022-06-29,4,28555
"546",4395,2022-06-30,13,13018
"547",4395,2022-07-01,336,12361
"548",4395,2022-07-02,718,360
"549",4395,2022-07-03,720,168
"550",4395,2022-07-04,720,129
"551",4395,2022-07-05,718,247
"552",4395,2022-07-06,719,252
"553",4395,2022-07-07,718,240
"554",4395,2022-07-08,719,240
"555",4395,2022-07-09,702,362
"556",4395,2022-07-10,718,240
"557",4395,2022-07-11,720,128
"558",4395,2022-07-12,717,360
"559",4395,2022-07-13,718,238
"560",4395,2022-07-14,719,240
"561",4395,2022-07-15,619,11974
"562",4395,2022-07-16,720,127
"563",4395,2022-07-17,708,1558
"564",4395,2022-07-18,720,133
"565",4395,2022-07-19,718,240
"566",4395,2022-07-20,719,240
"567",4395,2022-07-21,716,480
"568",4395,2022-07-22,708,360
"569",4395,2022-07-23,712,251
"570",4395,2022-07-24,720,129
"571",4395,2022-07-25,720,125
"572",4395,2022-07-26,719,240
"573",4395,2022-07-27,720,129
"574",4395,2022-07-28,719,240
"575",4395,2022-07-29,720,133
"576",4395,2022-07-30,718,240
"577",4395,2022-07-31,719,241
"578",4395,2022-08-01,720,130
"579",4395,2022-08-02,720,131
"580",4395,2022-08-03,719,240
"581",4395,2022-08-04,719,246
"582",4395,2022-08-05,720,131
"583",4395,2022-08-06,713,480
"584",4395,2022-08-07,715,600
"585",4395,2022-08-08,720,123
"586",4395,2022-08-09,718,241
"587",4395,2022-08-10,595,2884
"588",4395,2022-08-11,719,240
"589",4395,2022-08-12,718,240
"590",4395,2022-08-13,701,361
"591",4395,2022-08-14,697,480
"592",4395,2022-08-15,720,123
"593",4395,2022-08-16,719,240
"594",4395,2022-08-17,718,240
"595",4395,2022-08-18,720,141
"596",4395,2022-08-19,719,240
"597",4395,2022-08-20,718,240
"598",4395,2022-08-21,717,241
"599",4395,2022-08-22,698,1804
"600",4395,2022-08-23,719,240
"601",4395,2022-08-24,714,480
"602",4395,2022-08-25,719,240
"603",4395,2022-08-26,714,240
"604",4395,2022-08-27,712,720
"605",4395,2022-08-28,718,240
"606",4395,2022-08-29,702,1609
"607",4395,2022-08-30,716,360
"608",4395,2022-08-31,716,241
"609",4395,2022-09-01,690,1079
"610",4395,2022-09-02,720,130
"611",4395,2022-09-03,720,128
"612",4395,2022-09-04,720,124
"613",4395,2022-09-05,718,240
"614",4395,2022-09-06,714,360
"615",4395,2022-09-07,718,240
"616",4395,2022-09-08,719,241
"617",4395,2022-09-09,718,240
"618",4395,2022-09-10,687,609
"619",4395,2022-09-11,720,137
"620",4395,2022-09-12,711,360
"621",4395,2022-09-13,719,241
"622",4395,2022-09-14,633,1086
"623",4395,2022-09-15,682,610
"624",4395,2022-09-16,653,1082
"625",4395,2022-09-17,717,360
"626",4395,2022-09-18,718,240
"627",4395,2022-09-19,712,842
"628",4395,2022-09-20,719,129
"629",4395,2022-09-21,718,241
"630",4395,2022-09-22,694,1574
"631",4395,2022-09-23,719,240
"632",4395,2022-09-24,696,713
"633",4395,2022-09-25,627,11150
"634",4395,2022-09-26,693,483
"635",4395,2022-09-27,720,132
"636",4395,2022-09-28,719,228
"637",4395,2022-09-29,704,600
"638",4395,2022-09-30,706,602
"639",4395,2022-10-01,719,240
"640",4395,2022-10-02,720,130
"641",4395,2022-10-03,703,718
"642",4395,2022-10-04,703,600
"643",4395,2022-10-05,710,1321
"644",4395,2022-10-06,717,240
"645",4395,2022-10-07,710,1318
"646",4395,2022-10-08,720,126
"647",4395,2022-10-09,719,240
"648",4395,2022-10-10,719,241
"649",4395,2022-10-11,720,139
"650",4395,2022-10-12,707,1384
"651",4395,2022-10-13,703,1923
"652",4395,2022-10-14,719,240
"653",4395,2022-10-15,720,141
"654",4395,2022-10-16,719,240
"655",4395,2022-10-17,720,131
"656",4395,2022-10-18,719,240
"657",4395,2022-10-19,718,240
"658",4395,2022-10-20,634,5030
"659",4395,2022-10-21,719,169
"660",4395,2022-10-22,720,131
"661",4395,2022-10-23,719,240
"662",4395,2022-10-24,720,152
"663",4395,2022-10-25,716,260
"664",4395,2022-10-26,720,128
"665",4395,2022-10-27,720,137
"666",4395,2022-10-28,720,136
"667",4395,2022-10-29,720,130
"668",4395,2022-10-30,718,240
"669",4395,2022-10-31,719,240
"670",4395,2022-11-01,720,127
"671",4395,2022-11-02,720,177
"672",4395,2022-11-03,716,241
"673",4395,2022-11-04,720,127
"674",4395,2022-11-05,720,125
"675",4395,2022-11-06,720,127
"676",4395,2022-11-07,720,125
"677",4395,2022-11-08,719,240
"678",4395,2022-11-09,720,128
"679",4395,2022-11-10,719,240
"680",4395,2022-11-11,720,128
"681",4395,2022-11-12,718,240
"682",4395,2022-11-13,720,123
"683",4395,2022-11-14,720,166
"684",4395,2022-11-15,714,480
"685",4395,2022-11-16,698,2697
"686",4395,2022-11-17,716,360
"687",4395,2022-11-18,717,240
"688",4395,2022-11-19,720,126
"689",4395,2022-11-20,720,129
"690",4395,2022-11-21,720,130
"691",4395,2022-11-22,660,3371
"692",4395,2022-11-23,718,240
"693",4395,2022-11-24,719,240
"694",4395,2022-11-25,711,360
"695",4395,2022-11-26,709,1080
"696",4395,2022-11-27,720,140
"697",4395,2022-11-28,719,240
"698",4395,2022-11-29,716,600
"699",4395,2022-11-30,719,240
"700",4395,2022-12-01,507,24949
"701",4395,2022-12-02,716,480
"702",4395,2022-12-03,720,130
"703",4395,2022-12-04,718,240
"704",4395,2022-12-05,720,130
"705",4395,2022-12-06,719,239
"706",4395,2022-12-07,719,125
"707",4395,2022-12-08,719,240
"708",4395,2022-12-09,720,128
"709",4395,2022-12-10,713,361
"710",4395,2022-12-11,718,245
"711",4395,2022-12-12,561,18907
"712",4395,2022-12-13,719,241
"713",4395,2022-12-14,720,126
"714",4395,2022-12-15,718,241
"715",4395,2022-12-16,719,240
"716",4395,2022-12-17,715,360
"717",4395,2022-12-18,713,241
"718",4395,2022-12-19,718,240
"719",4395,2022-12-20,718,240
"720",4395,2022-12-21,716,243
"721",4395,2022-12-22,715,241
"722",4395,2022-12-23,719,240
"723",4395,2022-12-24,717,240
"724",4395,2022-12-25,614,6358
"725",4395,2022-12-26,713,480
"726",4395,2022-12-27,709,360
"727",4395,2022-12-28,717,240
"728",4395,2022-12-29,719,240
"729",4395,2022-12-30,713,242
"730",4395,2022-12-31,719,240
"731",4404,2022-01-01,720,123
"732",4404,2022-01-02,711,815
"733",4404,2022-01-03,720,125
"734",4404,2022-01-04,720,124
"735",4404,2022-01-05,719,240
"736",4404,2022-01-06,720,123
"737",4404,2022-01-07,720,125
"738",4404,2022-01-08,720,122
"739",4404,2022-01-09,720,121
"740",4404,2022-01-10,719,130
"741",4404,2022-01-11,720,130
"742",4404,2022-01-12,720,123
"743",4404,2022-01-13,720,127
"744",4404,2022-01-14,720,122
"745",4404,2022-01-15,720,124
"746",4404,2022-01-16,720,121
"747",4404,2022-01-17,720,126
"748",4404,2022-01-18,720,155
"749",4404,2022-01-19,720,125
"750",4404,2022-01-20,720,121
"751",4404,2022-01-21,720,122
"752",4404,2022-01-22,720,121
"753",4404,2022-01-23,720,126
"754",4404,2022-01-24,710,1200
"755",4404,2022-01-25,720,127
"756",4404,2022-01-26,720,123
"757",4404,2022-01-27,720,123
"758",4404,2022-01-28,720,121
"759",4404,2022-01-29,720,122
"760",4404,2022-01-30,720,122
"761",4404,2022-01-31,720,128
"762",4404,2022-02-01,720,122
"763",4404,2022-02-02,720,123
"764",4404,2022-02-03,720,124
"765",4404,2022-02-04,720,123
"766",4404,2022-02-05,720,122
"767",4404,2022-02-06,719,122
"768",4404,2022-02-07,720,130
"769",4404,2022-02-08,720,124
"770",4404,2022-02-09,720,123
"771",4404,2022-02-10,720,122
"772",4404,2022-02-11,720,123
"773",4404,2022-02-12,720,123
"774",4404,2022-02-13,720,126
"775",4404,2022-02-14,720,130
"776",4404,2022-02-15,720,123
"777",4404,2022-02-16,720,123
"778",4404,2022-02-17,720,121
"779",4404,2022-02-18,720,123
"780",4404,2022-02-19,719,132
"781",4404,2022-02-20,720,125
"782",4404,2022-02-21,718,360
"783",4404,2022-02-22,720,121
"784",4404,2022-02-23,720,122
"785",4404,2022-02-24,720,122
"786",4404,2022-02-25,720,125
"787",4404,2022-02-26,719,240
"788",4404,2022-02-27,719,240
"789",4404,2022-02-28,720,122
"790",4404,2022-03-01,719,240
"791",4404,2022-03-02,719,122
"792",4404,2022-03-03,719,129
"793",4404,2022-03-04,720,126
"794",4404,2022-03-05,720,121
"795",4404,2022-03-06,719,240
"796",4404,2022-03-07,720,121
"797",4404,2022-03-08,720,123
"798",4404,2022-03-09,720,123
"799",4404,2022-03-10,720,122
"800",4404,2022-03-11,720,123
"801",4404,2022-03-12,720,121
"802",4404,2022-03-13,720,123
"803",4404,2022-03-14,720,122
"804",4404,2022-03-15,719,129
"805",4404,2022-03-16,720,130
"806",4404,2022-03-17,720,123
"807",4404,2022-03-18,720,122
"808",4404,2022-03-19,720,121
"809",4404,2022-03-20,720,124
"810",4404,2022-03-21,718,360
"811",4404,2022-03-22,720,123
"812",4404,2022-03-23,720,123
"813",4404,2022-03-24,720,123
"814",4404,2022-03-25,720,123
"815",4404,2022-03-26,719,123
"816",4404,2022-03-27,720,131
"817",4404,2022-03-28,718,240
"818",4404,2022-03-29,720,123
